school_id,school_name,degree_type,candidate_source_url,candidate_source_title,candidate_source_type,source_host,official_domain_status,official_domain_score,fetch_status,extraction_status,stats_cohort_year,metric_population,metric_type,mcat_value,mcat_metric,gpa_value,gpa_metric,science_gpa_value,evidence_text,source_publication_date,source_last_checked,data_confidence,review_status,notes
md_virginia_tech_carilion_school_of_medicine_roanoke_virginia,Virginia Tech Carilion School of Medicine,MD,https://medicine.vtc.vt.edu/admissions/class-statistics.html,Class Statistics | Virginia Tech Carilion School of Medicine | Virginia Tech,annual_report,medicine.vtc.vt.edu,official_school_domain,1.00,fetched,accepted,2029,matriculated students,official_published_mean,512,average,3.67,average,,"VTC Sitemap Class Statistics Class of 2029 AMCAS Applications: 6,371 Interviews Conducted: 303 Matriculants: 56 States Represented: 20 Average Age: 25 Undergrad GPAs: Average 3.67 MCAT Scores: Average 512 No. with Graduate Degrees: 11 Class of 2028 AMCAS Applications: 5,737 Interviews Conducted: 283 Matriculants: 51 States Represented: 16 Average Age: 25 Undergrad GPAs: Average 3.6 g News Events Jobs VTC Sitemap Class Statistics Class of 2029 AMCAS Applications: 6,371 Interviews Conducted: 303 Matriculants: 56 States Represented: 20 Average Age: 25 Undergrad GPAs: Average 3.67 MCAT Scores: Average 512 No. with Graduate Degrees: 11 Class of 2028 AMCAS Applications: 5,737 Interviews Conducted:",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context. Selected latest shared cohort year 2029.
md_wake_forest_university_school_of_medicine_winston_salem_north_carolina,Wake Forest University School of Medicine,MD,https://school.wakehealth.edu/Education-and-Training/MD-Program/Current-Class-Profile,MD Program Class Profile | Wake Forest University School of Medicine,class_profile,school.wakehealth.edu,official_school_domain,1.00,fetched,accepted,,matriculated students,official_published_mean,511,average,3.83,average,,"25 Applicants 12,139 12,066 11,066 10,868 Interviewed 498 500 492 460 New Matriculants North Carolina Out of State 145 47 98 145 56 89 145 48 97 145 43 102 Average Age 24 24 24 24 Average MCAT 511 512 511 512 Average GPA 3.83 3.80 3.76 3.67 Skip Sub Navigation MD Program Admissions Personnel MD Program Strategic Plan Prospective Students Contact Us Programs of Distinction M 1,066 10,868 Interviewed 498 500 492 460 New Matriculants North Carolina Out of State 145 47 98 145 56 89 145 48 97 145 43 102 Average Age 24 24 24 24 Average MCAT 511 512 511 512 Average GPA 3.83 3.80 3.76 3.67 Skip Sub Navigation MD Program Admissions Personnel MD Program Strategic Plan Prospective Students Contact Us P",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_wayne_state_university_school_of_medicine_detroit_michigan,Wayne State University School of Medicine,MD,http://admissions.med.wayne.edu/,Wayne State University School of Medicine,admissions_page,admissions.med.wayne.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_west_virginia_university_school_of_medicine_morgantown_west_virginia,West Virginia University School of Medicine,MD,http://medicine.hsc.wvu.edu/md-admissions/,West Virginia University School of Medicine,admissions_page,medicine.hsc.wvu.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_west_virginia_university_school_of_medicine_morgantown_west_virginia,West Virginia University School of Medicine,MD,http://medicine.hsc.wvu.edu/md-admissions/2029-class-profile/,2029 Class Profile | School of Medicine | West Virginia University West Virginia University,class_profile,medicine.hsc.wvu.edu,official_school_domain,1.00,fetched,needs_review_partial_stats,2029,official published school profile,official_published_mean,511,average,,,,: 543 Class Profile Class Size: 115 WV Residents: 47% OOS Residents: 53% Male: 57% Female: 43% Metrics Average BCPM GPA: 3.80 Average Postbac BCPM: 3.86 Average Masters BCPM: 3.89 Average MCAT Total: 511 Chemical and Physical Foundations of Biological Systems: 128 Critical Analysis and Reasoning Skills: 127 Biological and Biochemical Foundations of Living Systems: 128 Psychologica,,2026-06-09,,needs_review,Only one MCAT/GPA value was extracted or source is below official-domain threshold.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,http://medicine.yale.edu/education/admissions/,Yale School of Medicine,admissions_page,medicine.yale.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/about/history-facts-and-figures/,YSM Facts & Figures | Yale School of Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,accepted,2028,official published school profile,official_published_median,521,median,3.94,median,,"file Applicants 5,669 Class size 104 Female students 54 Male students 50 Acceptance rate 4.9% URiM * 28% First Generation 9.6 % Financial Assistance 72% Median cumulative GPA 3.94 MCAT median 521 MCAT median of sections 130 Faculty-to-student ratio 4.4 to 1 *Students who identify as underrepresented in medicine. Finances Cost Type $72,290 2024-25 tuition $91,965 2024 avera Program - Class of 2028 Profile Applicants 5,669 Class size 104 Female students 54 Male students 50 Acceptance rate 4.9% URiM * 28% First Generation 9.6 % Financial Assistance 72% Median cumulative GPA 3.94 MCAT median 521 MCAT median of sections 130 Faculty-to-student ratio 4.4 to 1 *Students who identify as underrepresen",,2026-06-08,md_official_public_source,approved_official_extraction,Official-domain MCAT/GPA values found in class-profile context.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/education/paonline/current-students/class-profile/,Class Profile – Class of 2026 | Physician Assistant Online Program,class_profile,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,2026,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/internal-medicine/about/annual-report/,Internal Medicine Year-in-Review | Internal Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/internal-medicine/about/annual-report/issue/,Sitemap stats-like URL,annual_report,medicine.yale.edu,official_school_domain,1.00,fetch_failed_http_404,fetch_failed_http_404,,,,,,,,,,,2026-06-08,,needs_review,HTTP Error 404: Not Found
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/internal-medicine/geriatrics/patient-and-caregiver-resources/retirement/financial-and-legal-facts-and-figures/,Financial and Legal Facts & Figures | Geriatrics,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/keck/nida/general/factsheet/,Yale/NIDA Neuroproteomics Center Fact Sheet | Yale/NIDA Neuroproteomics Center,school_homepage,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/md-program/admissions/how-to-apply/,Letter requirement URL from normalized source table,admissions_page,medicine.yale.edu,official_school_domain,1.00,fetch_skipped_needs_stats_path,fetch_skipped_needs_stats_path,,,,,,,,,,,2026-06-09,,needs_review,"Official domain seed needs a class profile, annual report, fact book, or admissions statistics path before fetching."
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/neurology/about/annual-reports/,Annual Reports | Neurology,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/2021-2022-annual-report-clinical-affairs/,Clinical Affairs | Yale School of Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/2021-2022-annual-report-department-vital-stats/,Department Vital Stats | Yale School of Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/department-of-neurology-annual-report-2020-2022/,Department of Neurology Annual Report 2020-2022 | Yale School of Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/smilow-cancer-hospital-breast-surgeon-explains-the-facts-on-male-breast-cancer/,Smilow Cancer Hospital Breast Surgeon Explains the Facts on Male Breast Cancer | Yale School of Medicine,annual_report,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/student-profile-haley-allcroft-mph-23/,"Student Profile: Haley Allcroft, M.P.H. ’23 (Chronic Disease Epidemiology) | Yale School of Medicine",class_profile,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
md_yale_school_of_medicine_new_haven_connecticut,Yale School of Medicine,MD,https://medicine.yale.edu/news-article/student-profile-kingsley-cruickshank-mph-22/,"Student Profile: Kingsley Cruickshank, M.P.H. ’22 (Advanced Professional Program) | Yale School of Medicine",class_profile,medicine.yale.edu,official_school_domain,1.00,fetched,no_relevant_stats_found,,official published school profile,official_published_value,,,,,,,,2026-06-08,,needs_review,No class-profile MCAT/GPA values found.
